isClickbait,Link,hashtags_cap,mentions_cap,shortcode,photo_url,comment_users,comment_texts,comment_users_verified,comment_texts_processed,caption,post_url,post_id,user_name,user_id,user_full_name,user_verified,user_private,user_profile_pic_url,user_post_count,is_ad,is_video,location,timestamp,datetime,comments_disabled,likes,comments,tagged_usernames,tagged_user_full_name,tagged_user_verified,image_text,hashtags_img,mentions_img,image_text_processed
1,https://www.instagram.com/p/5uvYxcgsYL,"['SuperKingRecipes', 'SuperKing', 'Avocados', 'Salsa', 'Lime', 'Chips', 'Party', 'Hispanic', 'SuperKingMarkets', 'Instagood', 'FreeiWatch']",[],5uvYxcgsYL,https://scontent-del1-1.cdninstagram.com/v/t51.2885-15/e35/11324258_405898489602484_491718785_n.jpg?_nc_ht=scontent-del1-1.cdninstagram.com&_nc_cat=104&_nc_ohc=0zjkaO7kzRgAX8EUp8S&oh=bacd8630fdc7c467b0d0ed4a8ead7509&oe=5EBF32EE,"['closetchipsin', 'superkingmarkets']","['avocado mashed potatoes!', '@closetchipsin that sounds AMAZING!!!']","[False, False]","['avocado mashed potatoes', 'closetchipsin sounds amazing']",Avocados are only $.79 each this week! What's your favorite recipe using avocados? | #SuperKingRecipes #SuperKing #Avocados #Salsa #Lime #Chips #Party #Hispanic #SuperKingMarkets #Instagood #FreeiWatch,https://www.instagram.com/p/5uvYxcgsYL,1039976974514308619,superkingmarkets,239205176,Super King Markets,False,False,https://scontent-del1-1.cdninstagram.com/v/t51.2885-19/s150x150/11899523_1488140708150890_8198567_a.jpg?_nc_ht=scontent-del1-1.cdninstagram.com&_nc_ohc=XvYdwVU08MEAX9zaEy9&oh=bb971d34cac1af022c72acc6e9414d6e&oe=5EBF74B2,1631,False,False,,1438194937,2015-07-30 00:05:37,False,2176,2,[],[],[],,,,
1,https://www.instagram.com/p/6gU1ybIsQ4,"['freestuff', 'freeiphone', 'freeiphone5', 'freeiphone5c', 'freeiphone6', 'freeiphonesix', 'free', 'apple', 'freemacbook', 'freeimac', 'freeipad', 'shoutout', 'l4l', 'likeforloke', 'f4f', 'followforfollow', 'freephone']",[],6gU1ybIsQ4,https://scontent-del1-1.cdninstagram.com/v/t51.2885-15/e35/11296784_1455527221421454_622642884_n.jpg?_nc_ht=scontent-del1-1.cdninstagram.com&_nc_cat=106&_nc_ohc=du4nmfNffIwAX-oE4Oq&oh=08c56ad302b97874ff9e8c83f0c46fc8&oe=5EBFA679,"['getafreeiphone6today', 'mimosox', 'anvanderintesahej', 'veternumm', 'iphone6s.free.here']","['Significant!', 'Green?', 'Fake', '@blackkingth @james_fans', 'nice!']","[False, False, False, False, False]","['significant', 'green', 'fake', 'blackkingth james fans', 'nice']","Just got a few more Iphone 5c's in!
Check bio to get one😋
Tag a few mates, we'll have more up soon
#freestuff #freeiphone #freeiphone5 #freeiphone5c #freeiphone6 #freeiphonesix #free #apple #freemacbook #freeimac #freeipad #shoutout #l4l #likeforloke #f4f #followforfollow #freephone",https://www.instagram.com/p/6gU1ybIsQ4,1053933970009539640,freea.pple2015,2100757224,Free Apple Products!,False,False,https://scontent-frt3-1.cdninstagram.com/v/t51.2885-19/44884218_345707102882519_2446069589734326272_n.jpg?_nc_ht=scontent-frt3-1.cdninstagram.com&_nc_ohc=sDQidQNZiPwAX9SDp_o&oh=8979684ff1ef67cf488ced6f59597ebc&oe=5EC09E0F&ig_cache_key=YW5vbnltb3VzX3Byb2ZpbGVfcGlj.2,3,False,False,,1439858741,2015-08-18 06:15:41,False,23,5,[],[],[],,,,
1,https://www.instagram.com/p/6n1sYNMGa0,"['macbook', 'freemacbook', 'sweepstakes', 'simplesurvey', 'freestuff', 'freebies', 'freegift', 'freemoney', 'makemoneyonline', 'earnmoneyonline']",['toptencampaign'],6n1sYNMGa0,https://scontent-del1-1.cdninstagram.com/v/t51.2885-15/e35/11918041_1047046415305974_889580388_n.jpg?_nc_ht=scontent-del1-1.cdninstagram.com&_nc_cat=106&_nc_ohc=YRtxEXvjovQAX8SSn0T&oh=e6e7d2a1d407c33728ef620389a0c586&oe=5EBED117,[],[],[],[],"Win the new MacBook by taking a simple survey. Less Effort, Big Prizes!!!
#macbook #freemacbook  #sweepstakes #simplesurvey  #freestuff  #freebies  #freegift #freemoney #makemoneyonline #earnmoneyonline
@toptencampaign",https://www.instagram.com/p/6n1sYNMGa0,1056048783754815156,toptencampaign,2115933096,Topten Campaign,False,False,https://scontent-del1-1.cdninstagram.com/v/t51.2885-19/s150x150/1389215_1480554892263815_1070276669_a.jpg?_nc_ht=scontent-del1-1.cdninstagram.com&_nc_ohc=OAJ08zxts2gAX8IsiLG&oh=5264de559c5fea957e577ed3080c73df&oe=5EC11C3D,13,False,False,,1440110846,2015-08-21 04:17:26,False,20,0,[],[],[],,,,
1,https://www.instagram.com/p/65IX9Gk-tm,"['NationalBurgerDay', 'GeicoSummer']",['quigonjeks'],65IX9Gk-tm,https://scontent-del1-1.cdninstagram.com/v/t51.2885-15/e35/11934822_1097553956940177_838411368_n.jpg?_nc_ht=scontent-del1-1.cdninstagram.com&_nc_cat=109&_nc_ohc=mFMZgntyry8AX8lMjPQ&oh=cffe3fc344d6501b0fa6a600e8249f3d&oe=5EBFE917,"['abc7ny', 'acciolivia', 'gratefulmatt', 'mrssaraelizabeth', 'nika35', 'gratefulmatt', 'tyrese_fraser', 'skylaracker_', 'tyrese_fraser', 'tyrese_fraser', 'tatiana.hernandezz', 'bella_2santana', 'bella_2santana', 'gratefulmatt', 'bella_2santana', 'bella_2santana', 'evanambos', 'earthtoheatherr', 'imbindiya', 'jennstone1111', 'schwinning_']","['#contest #free #freemacbook #macbookair #applegiveway #giveaway #nationalburgerday #win #freestuff #raffle #submit #join #likeforlike #follow #followforfollow #aroundnyc #nyc #newyork #newyorkcity #nycprime #nycshot', 'Is it okay to enter if our account is on private or does it have to be un-private?', 'What is that bun made of?', 'Please pick me! That would help so much with school! @abc7ny', 'Keeping fingers cross need this for my son for school', '@quigonjeks that looks wonderfully delicious. Where can I get one?', 'Lol', 'fingers crossed! need it for school👍🏼', 'Me that shit up in the booth the', 'Back to school shopping like the postseason food make it people hungry', 'Keeping my fingers crossed and praying for that MacBook Air! I need it for School :~)', 'That looks like a great burger when your going shopping for back to school..@quigonjeks yummy!! @abc7ny I hope I win! Fingers crossed!  Best belated bday gift for school!😊', ""@quigonjeks...what's the burger made out of?"", '@quigonjeks thanks', 'I meant is it beef? Or pork?@quigonjeks', 'Cool! @quigonjeks thanks!', '@abc7ny can we post weather videos too for #geicosummer ?', '@brittany_m99', '@susanchen get in my belly', 'is that a squash burger? it has a noodle look to it ...', 'Love it!']","[True, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False]","['contest free freemacbook macbookair applegiveway giveaway nationalburgerday win freestuff raffle submit join likeforlike follow followforfollow aroundnyc nyc newyork newyorkcity nycprime nycshot', 'is okay enter account private unprivate', 'what bun made of', 'please pick me that would help much school abc7ny', 'keeping fingers cross need son school', 'quigonjeks looks wonderfully delicious where i get one', 'lol', 'fingers crossed need school thumbs mediumlight skin tone', 'me shit booth', 'back school shopping like postseason food make people hungry', 'keeping fingers crossed praying macbook air i need school ', 'that looks like great burger going shopping back schoolquigonjeks yummy abc7ny i hope i win fingers crossed best belated bday gift school smiling face smiling eyes', 'quigonjekswhats burger made of', 'quigonjeks thanks', 'i meant beef or porkquigonjeks', 'cool quigonjeks thanks', 'abc7ny post weather videos geicosummer ', 'brittany m99', 'susanchen get belly', 'squash burger noodle look ', 'love it']","Oh, @quigonjeks you're making us hungry!! How about this delicious hamburger on #NationalBurgerDay?! 🍔🍟🍴 HEY!! We still have 7 more MacBook Airs to give away! Follow us and share your perfect summer photos using #GeicoSummer! It's that simple! Winners are picked each weekday. *please only submit one photo per day!* Good luck! 😎",https://www.instagram.com/p/65IX9Gk-tm,1060916017751124838,abc7ny,52491273,ABC7NY,True,False,https://scontent-del1-1.cdninstagram.com/v/t51.2885-19/s150x150/21827107_1862527144063326_1868751733757313024_n.jpg?_nc_ht=scontent-del1-1.cdninstagram.com&_nc_ohc=m8irziof2gYAX_6dKk6&oh=d80854dbfbe4ad92712e070a13e5689e&oe=5EC03367,12768,False,False,,1440691066,2015-08-27 21:27:46,False,314,22,[],[],[],,,,
1,https://www.instagram.com/p/65nyRpE-si,"['GeicoSummer', 'GeicoSummer']",['goobersmax35'],65nyRpE-si,https://scontent-del1-1.cdninstagram.com/v/t51.2885-15/e35/11910110_1188538494494916_609816265_n.jpg?_nc_ht=scontent-del1-1.cdninstagram.com&_nc_cat=100&_nc_ohc=b3bAqvwO6xkAX_2taVK&oh=dafddbebbbf2e8db7ad1252cb449138f&oe=5EC0B635,"['abc7ny', 'maribelmtr', 'nika35', 'b_weill', 'lucrativemastermind', 'lucrativemastermind', 'lucrativemastermind', 'abc7ny', 'lisagreenwald', 'abc7ny', 'lisagreenwald', 'abc7ny', 'ilia.marie']","['#free #freebie #freestuff #freemacbook #contest #macbook #macbookair #abc7NY #GeicoSummer #win', 'Finger crossed', '@abc7ny I am hoping and praying', '@yentinc cool pic', '@tonyp1224 LOL IS THAT TRUE? 😂😂', ""@tonyp1224 😂😂😂😂😂 probably lol I wouldn't know. But I've tagged a lot of pics too. 😐😐😐😐"", ""Some of the winners pics, don't make sense. 😑😑😑 @tonyp1224 😣"", 'Hi @tonyp1224. We requested viewers only send one photo a day, and will not disqualify someone for sending in more, as it’s not in the rules. \nJust like we’d never disqualify someone for complaining- we’d like you all to be happy. 😊. Sending in more than one photo DOES NOT increase your chance in any way as we ONLY accept ONE photo to be picked and put in a batch of finalists to be judged. Thank you.', '@abc7ny  so no winner was picked for today yet?', ""Hi @lisagreenwald .. The submission period for today's photos will end at 11:59 tonight! The winner will be announced tomorrow afternoon. Good luck! 😎"", ""@abc7ny  oh ok I submitted one this morning so I'm good😃thank you for getting back to me!"", 'Yay, @lisagreenwald ! Thanks for sending!!!', '@goobersmax35 such a great pic!']","[True, False, False, False, False, False, False, True, False, True, False, True, False]","['free freebie freestuff freemacbook contest macbook macbookair abc7ny geicosummer win', 'finger crossed', 'abc7ny i hoping praying', 'yentinc cool pic', 'tonyp1224 lol is that true face tears joy face tears joy', 'tonyp1224 face tears joy face tears joy face tears joy face tears joy face tears joy probably lol i know but ive tagged lot pics too neutral face neutral face neutral face neutral face', 'some winners pics make sense expressionless face expressionless face expressionless face tonyp1224 persevering face', 'hi tonyp1224 we requested viewers send one photo day disqualify someone sending more it’s rules just like we’d never disqualify someone complaining we’d like happy smiling face smiling eyes  sending one photo does not increase chance way only accept one photo picked put batch finalists judged thank you', 'abc7ny winner picked today yet', 'hi lisagreenwald  the submission period todays photos end 1159 tonight the winner announced tomorrow afternoon good luck smiling face sunglasses', 'abc7ny oh ok i submitted one morning im good grinning face big eyes thank getting back me', 'yay lisagreenwald  thanks sending', 'goobersmax35 great pic']","SUMMMMMMMER! 🐠🌸💦 Thanks for your submission in our #GeicoSummer contest, @goobersmax35 !

Want a free MacBook Air? Just follow us, share your perfect summer pic using #GeicoSummer and that's it! That's easy, no? 
Thursday's winner will be announced tomorrow afternoon. We still have 7 more MacBook Airs to give away!",https://www.instagram.com/p/65nyRpE-si,1061054165953014562,abc7ny,52491273,ABC7NY,True,False,https://scontent-del1-1.cdninstagram.com/v/t51.2885-19/s150x150/21827107_1862527144063326_1868751733757313024_n.jpg?_nc_ht=scontent-del1-1.cdninstagram.com&_nc_ohc=m8irziof2gYAX_6dKk6&oh=d80854dbfbe4ad92712e070a13e5689e&oe=5EC03367,12768,False,False,,1440707535,2015-08-28 02:02:15,False,307,16,[],[],[],,,,
1,https://www.instagram.com/p/71MUlUOkhX,"['freemacbook', 'free', 'macbook']",[],71MUlUOkhX,https://scontent-del1-1.cdninstagram.com/v/t51.2885-15/e35/11850021_1623846417867182_982907289_n.jpg?_nc_ht=scontent-del1-1.cdninstagram.com&_nc_cat=102&_nc_ohc=Hy4mzD2uXy8AX-4YgPC&oh=83fee609e5f0ca4cd278c17ec343009e&oe=5EC0E092,"['shoutoutsforfree1308', 'shoutoutsforfree1308', 'asereht_gnouk']","['Is this account active?!?!😊😁', 'Do you want a shoutout?', 'how to join?']","[False, False, False]","['is account active smiling face smiling eyes beaming face smiling eyes', 'do want shoutout', 'join']",For a free MacBook steps are in bio!!! #freemacbook #free #macbook,https://www.instagram.com/p/71MUlUOkhX,1077821876840581207,freemacbookfreee,2204113729,,False,False,https://scontent-del1-1.cdninstagram.com/v/t51.2885-19/s150x150/11925788_1040854469280678_1042446824_a.jpg?_nc_ht=scontent-del1-1.cdninstagram.com&_nc_ohc=70SmKtkfdIMAX-sBBtx&oh=07791e2b824031a0e70bbe44b9680749&oe=5EBF2D3B,1,False,False,,1442706401,2015-09-20 05:16:41,False,8,3,[],[],[],,,,
1,https://www.instagram.com/p/8dKY6xpxP5,"['freeiwatch', 'applewatches', 'applewatchforsale', 'applewatchband', 'applewatchfans', 'l4l', 'liketeam', 'likebackteam', 'shoutouter', 's4s', 'shoutoutforshoutout', 'followback', 'followhim', 'followher', 'following', 'comments', 'commenting', 'comments4comments', 'lol', 'sunset', 'swag', 'friends']",[],8dKY6xpxP5,https://scontent-del1-1.cdninstagram.com/v/t51.2885-15/e15/12093461_1485924911708629_1405502382_n.jpg?_nc_ht=scontent-del1-1.cdninstagram.com&_nc_cat=101&_nc_ohc=tDzBNQEV_sMAX_gxe3M&oh=d0f5fdf87cd768601417309e9bb45a27&oe=5EBDD7B8,"['travelbybas', 'dayana_mromero', 'itss_britteny']","['Marvelous post', '😊', '@david_vasquez21 😭😭😭😭😭😭😭😭']","[False, False, False]","['marvelous post', 'smiling face smiling eyes', 'david vasquez21 loudly crying face loudly crying face loudly crying face loudly crying face loudly crying face loudly crying face loudly crying face loudly crying face']","♥♥ I love the Apple iWatch. Grab your chance to get yours Free. ☟☟ Click the link in the BIO to Get this FREE now. Only for US residents. ☺☺ #freeiwatch, #applewatches, #applewatchforsale, #applewatchband, #applewatchfans, #l4l, #liketeam, #likebackteam, #shoutouter, #s4s, #shoutoutforshoutout, #followback, #followhim, #followher, #following, #comments, #commenting, #comments4comments, #lol, #sunset, #swag, #friends",https://www.instagram.com/p/8dKY6xpxP5,1089072377736139769,applewatchstyles,2222857499,Apple Watch Styles,False,False,https://scontent-del1-1.cdninstagram.com/v/t51.2885-19/11350861_1623308974587817_519655038_a.jpg?_nc_ht=scontent-del1-1.cdninstagram.com&_nc_ohc=5TalM5SFAx0AX9fV04Z&oh=de8c19b63fa80aee08b0ed938e39c444&oe=5EBE3726,12,False,False,,1444047566,2015-10-05 17:49:26,False,28,3,[],[],[],,,,
1,https://www.instagram.com/p/8fpAiWpxO0,"['freeiwatch', 'applewatches', 'applewatchforsale', 'applewatchband', 'applewatchfans', 'l4l', 'liketeam', 'likebackteam', 'shoutouter', 's4s', 'shoutoutforshoutout', 'followback', 'followhim', 'followher', 'following', 'comments', 'commenting', 'comments4comments', 'lol', 'sunset', 'swag', 'friends']",[],8fpAiWpxO0,https://scontent-del1-1.cdninstagram.com/v/t51.2885-15/e15/12145359_1091578974215879_1660229658_n.jpg?_nc_ht=scontent-del1-1.cdninstagram.com&_nc_cat=111&_nc_ohc=INCb84hY7t0AX8h-jQk&oh=f73590391e30aa957313a7076ec51412&oe=5EBFEEDA,[],[],[],[],"♥♥ I love the Apple iWatch. Grab your chance to get yours Free. ☟☟ Click the link in the BIO to Get this FREE now. Only for US residents. ☺☺ #freeiwatch, #applewatches, #applewatchforsale, #applewatchband, #applewatchfans, #l4l, #liketeam, #likebackteam, #shoutouter, #s4s, #shoutoutforshoutout, #followback, #followhim, #followher, #following, #comments, #commenting, #comments4comments, #lol, #sunset, #swag, #friends",https://www.instagram.com/p/8fpAiWpxO0,1089769991641174964,applewatchstyles,2222857499,Apple Watch Styles,False,False,https://scontent-del1-1.cdninstagram.com/v/t51.2885-19/11350861_1623308974587817_519655038_a.jpg?_nc_ht=scontent-del1-1.cdninstagram.com&_nc_ohc=5TalM5SFAx0AX9fV04Z&oh=de8c19b63fa80aee08b0ed938e39c444&oe=5EBE3726,12,False,False,,1444130728,2015-10-06 16:55:28,False,29,0,[],[],[],,,,
1,https://www.instagram.com/p/9RtHlnTfdL,"['iwatch', 'appleiwatch', 'freeiwatch', 'freeappleiwatch', 'iwatchfree', 'watchfree', 'appleiwatchfree']",[],9RtHlnTfdL,https://scontent-del1-1.cdninstagram.com/v/t51.2885-15/e35/12145296_505289009639497_1352518715_n.jpg?_nc_ht=scontent-del1-1.cdninstagram.com&_nc_cat=101&_nc_ohc=iwLOfOrR8H0AX_POWlN&oh=d05308741c6411f14a9af83799753cb6&oe=5EBFE39B,"['nikiwow_', 'george_ding_', 'julissa_oviedo12', 'iluvview', 'iluvview', 'lucas.tavares.526', 'eita_gustavoavilla', 'fish_shekhar']","['😀', '🌴', 'Does it really come', 'Choice Bro', 'Choice Bro', 'Oi Free, quer bombar seu insta? acesse www.igseguidores. com e ganhe curtidas e seguidores', 'iwatchfree - Free, Ganhe likes em www.igseguidores .com (15/06 20:28) #fQyJcgQiIQ', 'First of all they are not called iwatches second of all you are super sad because you have followed more than 1,000 people and lastly I’m laughing 😂 as I type this because I’m reading this and seeing how many people you want to scam but nobody’s falling for it🤣😂🤣😂🤣😂🤣😂']","[False, False, False, False, False, False, False, False]","['grinning face', 'palm tree', 'does really come', 'choice bro', 'choice bro', 'oi free quer bombar seu insta acesse wwwigseguidores com e ganhe curtidas e seguidores', 'iwatchfree  free ganhe likes em wwwigseguidores com 1506 2028 fqyjcgqiiq', 'first called iwatches second super sad followed 1000 people lastly i’m laughing face tears joy i type i’m reading seeing many people want scam nobody’s falling rolling floor laughing face tears joy rolling floor laughing face tears joy rolling floor laughing face tears joy rolling floor laughing face tears joy']",⌚ Want to get one of these iWatches? Follow and click the link in my Bio to Win! ⌚ #iwatch #appleiwatch #freeiwatch #freeappleiwatch #iwatchfree #watchfree #appleiwatchfree,https://www.instagram.com/p/9RtHlnTfdL,1103861817199687499,iwatchfree,2251339988,Free iWatch,False,False,https://scontent-del1-1.cdninstagram.com/v/t51.2885-19/s150x150/12081058_171165553227894_2126130003_a.jpg?_nc_ht=scontent-del1-1.cdninstagram.com&_nc_ohc=1Nu7v3NZUPwAX-9CQOC&oh=875ede52cdbd98985690d827e9e1d104&oe=5EC14A2F,1,False,False,,1445810604,2015-10-26 03:33:24,False,183,9,[],[],[],,,,
1,https://www.instagram.com/p/9vb6lNvlw0,"['freemacbook', 'freerouter']","['qoutmarket', 'ooredookuwait']",9vb6lNvlw0,https://scontent-del1-1.cdninstagram.com/v/t51.2885-15/e35/11374296_435213016672904_286012230_n.jpg?_nc_ht=scontent-del1-1.cdninstagram.com&_nc_cat=108&_nc_ohc=G9GNMpMnXVgAX87QK6O&oh=520c4bfa8fdc9258ee70a41e20ddcb82&oe=5EBFB9B7,"['messi_the_love', 'fdash']","['بالتوفيق ويعطيكم العافيه', '@m_al3nzi_86 يوفقك ربي']","[False, False]","['بالتوفيق ويعطيكم العافيه', 'm al3nzi 86 يوفقك ربي']","تبون ماك بوك مجانا؟؟؟ زورونا الحين في قوت ماركت ... موجودين إلى الساعة 7 المساء
@qoutmarket 
Enriched by @ooredookuwait
Don't miss this amazing offer exclusively for Qout Market Visitors #freemacbook #freerouter",https://www.instagram.com/p/9vb6lNvlw0,1112230405928279092,fdash,19253990,Fatima Dashti | فاطمة دشتي,False,False,https://scontent-del1-1.cdninstagram.com/v/t51.2885-19/s150x150/70311805_762695207495978_421760655981281280_n.jpg?_nc_ht=scontent-del1-1.cdninstagram.com&_nc_ohc=8kXRhJngXPoAX_EpzD1&oh=600d94170b47160a9decb1530c304d0a&oe=5EC086AF,784,False,False,,1446808218,2015-11-06 16:40:18,False,44,2,[],[],[],,,,
